idTeacher,fullName,gender,email,phone
5227,Hoàng Thơ Thơ,0,teacher5226@sis.hust.edu.vn,0949802218
5228,Đỗ Hùng Dũng,1,teacher5227@sis.hust.edu.vn,0973892286
5229,Đinh Minh Ngọc,0,teacher5228@sis.hust.edu.vn,0949802218
5230,Tô Quỳnh Hương,0,teacher5229@sis.hust.edu.vn,0949802218
5231,Vũ Mai Hà,0,teacher5230@sis.hust.edu.vn,0949802218
5232,Nguyễn Quốc Hiển,1,teacher5231@sis.hust.edu.vn,0973892286
5233,Ngô Ðoan Trang,0,teacher5232@sis.hust.edu.vn,0949802218
5234,Trần Ðình Hảo,1,teacher5233@sis.hust.edu.vn,0973892286
5235,Phùng Nam Ninh,1,teacher5234@sis.hust.edu.vn,0973892286
5236,Lã Ðức Khang,1,teacher5235@sis.hust.edu.vn,0973892286
5237,Ngô Hạnh Tường,1,teacher5236@sis.hust.edu.vn,0973892286
5238,Đỗ Thúy Hằng,0,teacher5237@sis.hust.edu.vn,0949802218
5239,Lê Ðăng Minh,1,teacher5238@sis.hust.edu.vn,0973892286
5240,Võ Bảo Tín,1,teacher5239@sis.hust.edu.vn,0973892286
5241,Lê Bích Quân,0,teacher5240@sis.hust.edu.vn,0949802218
5242,Dương Phương Chi,0,teacher5241@sis.hust.edu.vn,0949802218
5243,Dương Hữu Nam,1,teacher5242@sis.hust.edu.vn,0973892286
5244,Dương Quảng Ðại,1,teacher5243@sis.hust.edu.vn,0973892286
5245,Ngô Phong Lan,0,teacher5244@sis.hust.edu.vn,0949802218
5246,Trần Minh Nhi,0,teacher5245@sis.hust.edu.vn,0949802218
5247,Đinh Kim Ngọc,0,teacher5246@sis.hust.edu.vn,0949802218
5248,Phùng Trí Dũng,1,teacher5247@sis.hust.edu.vn,0973892286
5249,Dương Quỳnh Nhung,0,teacher5248@sis.hust.edu.vn,0949802218
5250,Vũ Tuấn Sỹ,1,teacher5249@sis.hust.edu.vn,0973892286
5251,Lã Uyển Nhi,0,teacher5250@sis.hust.edu.vn,0949802218
5252,Tô Như Ngà,0,teacher5251@sis.hust.edu.vn,0949802218
5253,Hoàng Mộng Nhi,0,teacher5252@sis.hust.edu.vn,0949802218
5254,Võ Long Vịnh,1,teacher5253@sis.hust.edu.vn,0973892286
5255,Trần Tâm Nguyên,0,teacher5254@sis.hust.edu.vn,0949802218
5256,Tô Xuân Nhi,0,teacher5255@sis.hust.edu.vn,0949802218
5257,Phạm Cẩm Ly,0,teacher5256@sis.hust.edu.vn,0949802218
5258,Phùng Duy Uyên,0,teacher5257@sis.hust.edu.vn,0949802218
5259,Tô Mỹ Xuân,0,teacher5258@sis.hust.edu.vn,0949802218
5260,Đinh Trúc Cương,1,teacher5259@sis.hust.edu.vn,0973892286
5261,Trần Kiều Hạnh,0,teacher5260@sis.hust.edu.vn,0949802218
5262,Đinh Hiếu Thông,1,teacher5261@sis.hust.edu.vn,0973892286
5263,Vũ Nguyên Khang,1,teacher5262@sis.hust.edu.vn,0973892286
5264,Phạm Nghi Minh,0,teacher5263@sis.hust.edu.vn,0949802218
5265,Nguyễn Trang Anh,0,teacher5264@sis.hust.edu.vn,0949802218
5266,Bùi Hải Châu,0,teacher5265@sis.hust.edu.vn,0949802218
5267,Hồ Phương Lan,0,teacher5266@sis.hust.edu.vn,0949802218
5268,Nguyễn Tuấn Tú,1,teacher5267@sis.hust.edu.vn,0973892286
5269,Võ Tường Minh,1,teacher5268@sis.hust.edu.vn,0973892286
5270,Tô Liễu Oanh,0,teacher5269@sis.hust.edu.vn,0949802218
5271,Hồ Khôi Nguyên,1,teacher5270@sis.hust.edu.vn,0973892286
5272,Nguyễn Danh Văn,1,teacher5271@sis.hust.edu.vn,0973892286
5273,Trần Tuyết Thanh,0,teacher5272@sis.hust.edu.vn,0949802218
5274,Hoàng Lam Giang,0,teacher5273@sis.hust.edu.vn,0949802218
5275,Bùi Hồng Khôi,0,teacher5274@sis.hust.edu.vn,0949802218
5276,Đỗ Tường Vân,0,teacher5275@sis.hust.edu.vn,0949802218
5277,Lý Thái Ðức,1,teacher5276@sis.hust.edu.vn,0973892286
5278,Phùng Bích Phượng,0,teacher5277@sis.hust.edu.vn,0949802218
5279,Võ Viết Tân,1,teacher5278@sis.hust.edu.vn,0973892286
5280,Phùng Tấn Trình,1,teacher5279@sis.hust.edu.vn,0973892286
5281,Lã Huy Thành,1,teacher5280@sis.hust.edu.vn,0973892286
5282,Phan Khánh Hòa,1,teacher5281@sis.hust.edu.vn,0973892286
5283,Đỗ Văn Tuyển,1,teacher5282@sis.hust.edu.vn,0973892286
5284,Đặng Thúy Hà,0,teacher5283@sis.hust.edu.vn,0949802218
5285,Vũ Lan Vy,0,teacher5284@sis.hust.edu.vn,0949802218
5286,Tô Phúc Tâm,1,teacher5285@sis.hust.edu.vn,0973892286
5287,Dương Yến My,0,teacher5286@sis.hust.edu.vn,0949802218
5288,Dương Như Trân,0,teacher5287@sis.hust.edu.vn,0949802218
5289,Đỗ Việt Thông,1,teacher5288@sis.hust.edu.vn,0973892286
5290,Võ Vĩnh Toàn,1,teacher5289@sis.hust.edu.vn,0973892286
5291,Trần Hữu Khôi,1,teacher5290@sis.hust.edu.vn,0973892286
5292,Vũ Tuấn Thành,1,teacher5291@sis.hust.edu.vn,0973892286
5293,Nguyễn Ngọc Loan,0,teacher5292@sis.hust.edu.vn,0949802218
5294,Đinh Trường Nam,1,teacher5293@sis.hust.edu.vn,0973892286
5295,Phan Thanh Uyên,0,teacher5294@sis.hust.edu.vn,0949802218
5296,Hồ Gia Cần,1,teacher5295@sis.hust.edu.vn,0973892286
5297,Đặng Thúy Ngà,0,teacher5296@sis.hust.edu.vn,0949802218
5298,Phùng Chánh Việt,1,teacher5297@sis.hust.edu.vn,0973892286
5299,Hồ Tấn Thành,1,teacher5298@sis.hust.edu.vn,0973892286
5300,Lý Thu Sương,0,teacher5299@sis.hust.edu.vn,0949802218
5301,Phan Lạc Nhân,1,teacher5300@sis.hust.edu.vn,0973892286
5302,Đỗ Thu Hà,0,teacher5301@sis.hust.edu.vn,0949802218
5303,Bùi Gia Bạch,1,teacher5302@sis.hust.edu.vn,0973892286
5304,Đinh Ngọc Mai,0,teacher5303@sis.hust.edu.vn,0949802218
5305,Đặng Ðức Long,1,teacher5304@sis.hust.edu.vn,0973892286
5306,Đinh Xuân Hiếu,1,teacher5305@sis.hust.edu.vn,0973892286
5307,Trần Hải Phương,0,teacher5306@sis.hust.edu.vn,0949802218
5308,Hoàng Bình An,1,teacher5307@sis.hust.edu.vn,0973892286
5309,Phạm Quốc Phong,1,teacher5308@sis.hust.edu.vn,0973892286
5310,Bùi Ái Khanh,0,teacher5309@sis.hust.edu.vn,0949802218
5311,Bùi Thiên An,1,teacher5310@sis.hust.edu.vn,0973892286
5312,Vũ Gia Khiêm,1,teacher5311@sis.hust.edu.vn,0973892286
5313,Đỗ Hồng Như,0,teacher5312@sis.hust.edu.vn,0949802218
5314,Đỗ Tuyền Lâm,1,teacher5313@sis.hust.edu.vn,0973892286
5315,Vũ Trọng Việt,1,teacher5314@sis.hust.edu.vn,0973892286
5316,Lã Hiếu Minh,0,teacher5315@sis.hust.edu.vn,0949802218
5317,Ngô Ân Thiện,1,teacher5316@sis.hust.edu.vn,0973892286
5318,Dương Thúy My,0,teacher5317@sis.hust.edu.vn,0949802218
5319,Nguyễn Yến Anh,0,teacher5318@sis.hust.edu.vn,0949802218
5320,Đặng Quốc Hiền,1,teacher5319@sis.hust.edu.vn,0973892286
5321,Trần Ngọc Anh,0,teacher5320@sis.hust.edu.vn,0949802218
5322,Phùng Bạch Liên,0,teacher5321@sis.hust.edu.vn,0949802218
5323,Hồ Kim Oanh,0,teacher5322@sis.hust.edu.vn,0949802218
5324,Đinh Xuân Hoa,0,teacher5323@sis.hust.edu.vn,0949802218
5325,Phan Quảng Ðạt,1,teacher5324@sis.hust.edu.vn,0973892286
5326,Phạm Bảo Pháp,1,teacher5325@sis.hust.edu.vn,0973892286
5327,Tô Phú Hưng,1,teacher5326@sis.hust.edu.vn,0973892286
5328,Bùi Khánh Hòa,1,teacher5327@sis.hust.edu.vn,0973892286
5329,Phạm Thế Duyệt,1,teacher5328@sis.hust.edu.vn,0973892286
5330,Bùi Thục Quyên,0,teacher5329@sis.hust.edu.vn,0949802218
5331,Nguyễn Ánh Lệ,0,teacher5330@sis.hust.edu.vn,0949802218
5332,Hoàng Ngọc Ðàn,0,teacher5331@sis.hust.edu.vn,0949802218
5333,Lý Minh Lý,1,teacher5332@sis.hust.edu.vn,0973892286
5334,Trần Thu Ngọc,0,teacher5333@sis.hust.edu.vn,0949802218
5335,Đỗ Hồng Việt,1,teacher5334@sis.hust.edu.vn,0973892286
5336,Lý Thu Ngân,0,teacher5335@sis.hust.edu.vn,0949802218
5337,Đỗ Hồng Vinh,1,teacher5336@sis.hust.edu.vn,0973892286
5338,Phạm Huệ Lâm,0,teacher5337@sis.hust.edu.vn,0949802218
5339,Phan Vĩnh Hưng,1,teacher5338@sis.hust.edu.vn,0973892286
5340,Ngô Khánh Ngân,0,teacher5339@sis.hust.edu.vn,0949802218
5341,Đặng Anh Thơ,0,teacher5340@sis.hust.edu.vn,0949802218
5342,Trần Trọng Trí,1,teacher5341@sis.hust.edu.vn,0973892286
5343,Đỗ Ðông Dương,1,teacher5342@sis.hust.edu.vn,0973892286
5344,Đỗ Bích Hảo,0,teacher5343@sis.hust.edu.vn,0949802218
5345,Tô Phượng Vũ,0,teacher5344@sis.hust.edu.vn,0949802218
5346,Lý Nhật Phương,0,teacher5345@sis.hust.edu.vn,0949802218
5347,Phạm Thành Trung,1,teacher5346@sis.hust.edu.vn,0973892286
