idStudent,fullName,gender,email,phone
170084,Dương Mỹ Lợi,0,std170084@sis.hust.edu.vn,0989312740
170085,Phan Dã Lâm,0,std170085@sis.hust.edu.vn,0989312741
170086,Phùng Huy Thông,1,std170086@sis.hust.edu.vn,0989312742
170087,Phan Gia Thiện,1,std170087@sis.hust.edu.vn,0989312743
170088,Tô Phương Quế,0,std170088@sis.hust.edu.vn,0989312744
170089,Phùng Hoàng Nguyên,0,std170089@sis.hust.edu.vn,0989312745
170090,Đặng Duy Luận,1,std170090@sis.hust.edu.vn,0989312746
170091,Lã Thế Phương,1,std170091@sis.hust.edu.vn,0989312747
170092,Lã Hiền Minh,1,std170092@sis.hust.edu.vn,0989312748
170093,Vũ Công Lộc,1,std170093@sis.hust.edu.vn,0989312749
170094,Đỗ Duy Minh,1,std170094@sis.hust.edu.vn,0989312750
170095,Phùng Đan Tâm,0,std170095@sis.hust.edu.vn,0989312751
170096,Vũ Thanh Thuận,1,std170096@sis.hust.edu.vn,0989312752
170097,Hoàng Xuân Thanh,0,std170097@sis.hust.edu.vn,0989312753
170098,Lê Thanh Kiên,1,std170098@sis.hust.edu.vn,0989312754
170099,Phùng Mỹ Lan,0,std170099@sis.hust.edu.vn,0989312755
170100,Phùng Thuận Thành,1,std170100@sis.hust.edu.vn,0989312756
170101,Hồ Tú Sương,0,std170101@sis.hust.edu.vn,0989312757
170102,Lã Thụy Nương,0,std170102@sis.hust.edu.vn,0989312758
170103,Võ Ngọc Huyền,0,std170103@sis.hust.edu.vn,0989312759
170104,Lã Thu Hằng,0,std170104@sis.hust.edu.vn,0989312760
170105,Ngô Anh Dũng,1,std170105@sis.hust.edu.vn,0989312761
170106,Đỗ Quốc Vinh,1,std170106@sis.hust.edu.vn,0989312762
170107,Đỗ Kim Hoàng,1,std170107@sis.hust.edu.vn,0989312763
170108,Đỗ An Nam,1,std170108@sis.hust.edu.vn,0989312764
170109,Hoàng Hữu Lương,1,std170109@sis.hust.edu.vn,0989312765
170110,Lã Trung Việt,1,std170110@sis.hust.edu.vn,0989312766
170111,Phùng Hướng Thiện,1,std170111@sis.hust.edu.vn,0989312767
170112,Lã Văn Tuyển,1,std170112@sis.hust.edu.vn,0989312768
170113,Đặng Mộng Lan,0,std170113@sis.hust.edu.vn,0989312769
170114,Đinh Tuấn Khải,1,std170114@sis.hust.edu.vn,0989312770
170115,Võ Kim Long,1,std170115@sis.hust.edu.vn,0989312771
170116,Lã Thành Danh,1,std170116@sis.hust.edu.vn,0989312772
170117,Nguyễn Hữu Hùng,1,std170117@sis.hust.edu.vn,0989312773
170118,Nguyễn Duy Bảo,1,std170118@sis.hust.edu.vn,0989312774
170119,Đinh Thụy Trâm,0,std170119@sis.hust.edu.vn,0989312775
170120,Dương Ý Lan,0,std170120@sis.hust.edu.vn,0989312776
170121,Lã Chiêu Minh,1,std170121@sis.hust.edu.vn,0989312777
170122,Dương Lâm Nhi,0,std170122@sis.hust.edu.vn,0989312778
170123,Đinh Việt Khôi,1,std170123@sis.hust.edu.vn,0989312779
170124,Phan Việt Hà,0,std170124@sis.hust.edu.vn,0989312780
170125,Lã Cẩm Yến,0,std170125@sis.hust.edu.vn,0989312781
170126,Trần Liễu Oanh,0,std170126@sis.hust.edu.vn,0989312782
170127,Hồ Ngọc Hân,0,std170127@sis.hust.edu.vn,0989312783
170128,Nguyễn Kim Dung,0,std170128@sis.hust.edu.vn,0989312784
170129,Phùng Kiết Hồng,0,std170129@sis.hust.edu.vn,0989312785
170130,Trần Hoàng Xuân,0,std170130@sis.hust.edu.vn,0989312786
170131,Trần Kim Hoàng,1,std170131@sis.hust.edu.vn,0989312787
170132,Bùi Thái Thảo,0,std170132@sis.hust.edu.vn,0989312788
170133,Nguyễn Bửu Chưởng,1,std170133@sis.hust.edu.vn,0989312789
170134,Hồ Thu Duyên,0,std170134@sis.hust.edu.vn,0989312790
170135,Lê Khả Ái,0,std170135@sis.hust.edu.vn,0989312791
170136,Ngô Minh Hiền,0,std170136@sis.hust.edu.vn,0989312792
170137,Phan Vân Hà,0,std170137@sis.hust.edu.vn,0989312793
170138,Đỗ Diệu Huyền,0,std170138@sis.hust.edu.vn,0989312794
170139,Phạm Thụy Du,0,std170139@sis.hust.edu.vn,0989312795
170140,Vũ Như Anh,0,std170140@sis.hust.edu.vn,0989312796
170141,Tô Thu Mai,0,std170141@sis.hust.edu.vn,0989312797
170142,Đỗ Mỹ Xuân,0,std170142@sis.hust.edu.vn,0989312798
170143,Võ Thuận Thành,1,std170143@sis.hust.edu.vn,0989312799
170144,Bùi Diệp Vy,0,std170144@sis.hust.edu.vn,0989312800
170145,Phan Hữu Trung,1,std170145@sis.hust.edu.vn,0989312801
170146,Ngô Diệu Ái,0,std170146@sis.hust.edu.vn,0989312802
170147,Trần Quỳnh Phương,0,std170147@sis.hust.edu.vn,0989312803
170148,Hoàng Lệ Thanh,0,std170148@sis.hust.edu.vn,0989312804
170149,Đặng Linh Giang,0,std170149@sis.hust.edu.vn,0989312805
170150,Đặng Tú Nguyệt,0,std170150@sis.hust.edu.vn,0989312806
170151,Ngô Thông Tuệ,1,std170151@sis.hust.edu.vn,0989312807
170152,Nguyễn Gia Hân,0,std170152@sis.hust.edu.vn,0989312808
170153,Vũ Ngọc Ái,0,std170153@sis.hust.edu.vn,0989312809
170154,Đỗ Phương Hoa,0,std170154@sis.hust.edu.vn,0989312810
170155,Lê Thanh Tâm,0,std170155@sis.hust.edu.vn,0989312811
170156,Tô Quốc Huy,1,std170156@sis.hust.edu.vn,0989312812
170157,Phùng Quốc Trường,1,std170157@sis.hust.edu.vn,0989312813
170158,Phạm Thục Tâm,0,std170158@sis.hust.edu.vn,0989312814
170159,Tô Ngọc Trinh,0,std170159@sis.hust.edu.vn,0989312815
170160,Hoàng Đan Thu,0,std170160@sis.hust.edu.vn,0989312816
170161,Hồ Tú Ly,0,std170161@sis.hust.edu.vn,0989312817
170162,Hồ Ðức Trí,1,std170162@sis.hust.edu.vn,0989312818
170163,Trần Bảo An,1,std170163@sis.hust.edu.vn,0989312819
170164,Đinh Quang Hưng,1,std170164@sis.hust.edu.vn,0989312820
170165,Dương Mộng Thu,0,std170165@sis.hust.edu.vn,0989312821
170166,Phạm Thanh Phương,0,std170166@sis.hust.edu.vn,0989312822
170167,Tô Thanh Trúc,0,std170167@sis.hust.edu.vn,0989312823
170168,Dương Mỹ Nhân,0,std170168@sis.hust.edu.vn,0989312824
170169,Vũ Tấn Sinh,1,std170169@sis.hust.edu.vn,0989312825
170170,Lý Vi Quyên,0,std170170@sis.hust.edu.vn,0989312826
170171,Bùi Tùy Anh,0,std170171@sis.hust.edu.vn,0989312827
170172,Lê Thụ Nhân,1,std170172@sis.hust.edu.vn,0989312828
170173,Vũ Diệu Hồng,0,std170173@sis.hust.edu.vn,0989312829
170174,Trần Thái Thảo,0,std170174@sis.hust.edu.vn,0989312830
170175,Lê Kim Khánh,0,std170175@sis.hust.edu.vn,0989312831
170176,Ngô Nghị Quyền,1,std170176@sis.hust.edu.vn,0989312832
170177,Lê Hải Vy,0,std170177@sis.hust.edu.vn,0989312833
170178,Vũ Bảo Lan,0,std170178@sis.hust.edu.vn,0989312834
170179,Lý Bích Quyên,0,std170179@sis.hust.edu.vn,0989312835
170180,Đinh Bích Nga,0,std170180@sis.hust.edu.vn,0989312836
170181,Đinh Liễu Oanh,0,std170181@sis.hust.edu.vn,0989312837
170182,Dương Nhã Yến,0,std170182@sis.hust.edu.vn,0989312838
170183,Lê Bạch Mai,0,std170183@sis.hust.edu.vn,0989312839
170184,Tô Việt Thông,1,std170184@sis.hust.edu.vn,0989312840
170185,Võ Hồ Nam,1,std170185@sis.hust.edu.vn,0989312841
170186,Đặng Ðức Tuấn,1,std170186@sis.hust.edu.vn,0989312842
170187,Vũ Anh Hương,0,std170187@sis.hust.edu.vn,0989312843
170188,Phan Triều Thành,1,std170188@sis.hust.edu.vn,0989312844
170189,Bùi Huy Quang,1,std170189@sis.hust.edu.vn,0989312845
170190,Đỗ Duy Minh,1,std170190@sis.hust.edu.vn,0989312846
170191,Phùng Ðình Dương,1,std170191@sis.hust.edu.vn,0989312847
170192,Hồ Đan Linh,0,std170192@sis.hust.edu.vn,0989312848
170193,Vũ Kim Hoa,0,std170193@sis.hust.edu.vn,0989312849
170194,Bùi Mạnh Tường,1,std170194@sis.hust.edu.vn,0989312850
170195,Phạm Ðài Trang,0,std170195@sis.hust.edu.vn,0989312851
170196,Ngô Như Thảo,0,std170196@sis.hust.edu.vn,0989312852
170197,Bùi Như Hảo,0,std170197@sis.hust.edu.vn,0989312853
170198,Trần Diễm Hạnh,0,std170198@sis.hust.edu.vn,0989312854
170199,Phan Kỳ Duyên,0,std170199@sis.hust.edu.vn,0989312855
170200,Hoàng Sơn Trang,1,std170200@sis.hust.edu.vn,0989312856
170201,Ngô Ðoan Thanh,0,std170201@sis.hust.edu.vn,0989312857
170202,Dương Khánh Văn,1,std170202@sis.hust.edu.vn,0989312858
170203,Lã Quốc Huy,1,std170203@sis.hust.edu.vn,0989312859
170204,Lã Thế Tường,1,std170204@sis.hust.edu.vn,0989312860
170205,Đặng Ngọc Quyên,0,std170205@sis.hust.edu.vn,0989312861
170206,Lã Ðại Hành,1,std170206@sis.hust.edu.vn,0989312862
170207,Hồ Ngọc Vy,0,std170207@sis.hust.edu.vn,0989312863
170208,Phùng Trung Nhân,1,std170208@sis.hust.edu.vn,0989312864
170209,Nguyễn Diễm My,0,std170209@sis.hust.edu.vn,0989312865
170210,Ngô Ánh Ngọc,0,std170210@sis.hust.edu.vn,0989312866
170211,Tô Thiện Luân,1,std170211@sis.hust.edu.vn,0989312867
170212,Tô Thiện Khiêm,1,std170212@sis.hust.edu.vn,0989312868
170213,Hoàng Xuân Thủy,0,std170213@sis.hust.edu.vn,0989312869
170214,Lê Tiên Phương,0,std170214@sis.hust.edu.vn,0989312870
170215,Võ Minh Thuận,1,std170215@sis.hust.edu.vn,0989312871
170216,Đặng Ðắc Thái,1,std170216@sis.hust.edu.vn,0989312872
170217,Đặng Thảo Ly,0,std170217@sis.hust.edu.vn,0989312873
170218,Đinh Tâm Hiền,0,std170218@sis.hust.edu.vn,0989312874
170219,Ngô Hướng Dương,0,std170219@sis.hust.edu.vn,0989312875
170220,Tô Ngọc Hoa,0,std170220@sis.hust.edu.vn,0989312876
170221,Hoàng Xuân Minh,1,std170221@sis.hust.edu.vn,0989312877
170222,Võ Khả Khanh,0,std170222@sis.hust.edu.vn,0989312878
170223,Phùng Kim Khánh,0,std170223@sis.hust.edu.vn,0989312879
170224,Ngô Ðức Giang,1,std170224@sis.hust.edu.vn,0989312880
170225,Nguyễn Nhã Trúc,0,std170225@sis.hust.edu.vn,0989312881
170226,Phùng Giáng Tiên,0,std170226@sis.hust.edu.vn,0989312882
170227,Phan Thúy Loan,0,std170227@sis.hust.edu.vn,0989312883
170228,Nguyễn Mỹ Uyên,0,std170228@sis.hust.edu.vn,0989312884
170229,Lê Xuân Phượng,0,std170229@sis.hust.edu.vn,0989312885
170230,Phùng Minh Thuận,1,std170230@sis.hust.edu.vn,0989312886
170231,Phan Thùy Nhi,0,std170231@sis.hust.edu.vn,0989312887
170232,Phạm Uyên My,0,std170232@sis.hust.edu.vn,0989312888
170233,Võ Chính Tâm,1,std170233@sis.hust.edu.vn,0989312889
170234,Dương Phục Lễ,1,std170234@sis.hust.edu.vn,0989312890
170235,Ngô Dạ Yến,0,std170235@sis.hust.edu.vn,0989312891
170236,Dương Tố Loan,0,std170236@sis.hust.edu.vn,0989312892
170237,Đỗ Thùy Dương,0,std170237@sis.hust.edu.vn,0989312893
170238,Bùi Thành Long,1,std170238@sis.hust.edu.vn,0989312894
170239,Lã Thông Tuệ,1,std170239@sis.hust.edu.vn,0989312895
170240,Nguyễn Thụy Vân,0,std170240@sis.hust.edu.vn,0989312896
170241,Phạm Bảo Lan,0,std170241@sis.hust.edu.vn,0989312897
170242,Hoàng Kiệt Võ,1,std170242@sis.hust.edu.vn,0989312898
170243,Đinh Thăng Long,1,std170243@sis.hust.edu.vn,0989312899
170244,Ngô Huy Thông,1,std170244@sis.hust.edu.vn,0989312900
170245,Hoàng Thiên Phương,0,std170245@sis.hust.edu.vn,0989312901
170246,Đinh Quang Khanh,1,std170246@sis.hust.edu.vn,0989312902
170247,Lý Hiền Nhi,0,std170247@sis.hust.edu.vn,0989312903
170248,Ngô Thiên Duyên,0,std170248@sis.hust.edu.vn,0989312904
170249,Đinh Anh Thơ,0,std170249@sis.hust.edu.vn,0989312905
170250,Bùi Khúc Lan,0,std170250@sis.hust.edu.vn,0989312906
170251,Đỗ Hoạ Mi,0,std170251@sis.hust.edu.vn,0989312907
170252,Võ Nguyệt Anh,0,std170252@sis.hust.edu.vn,0989312908
170253,Bùi Nam Thanh,1,std170253@sis.hust.edu.vn,0989312909
170254,Hồ Việt Nhi,0,std170254@sis.hust.edu.vn,0989312910
170255,Đỗ Anh Tuấn,1,std170255@sis.hust.edu.vn,0989312911
170256,Ngô Thiên Hưng,1,std170256@sis.hust.edu.vn,0989312912
170257,Hồ Thảo Tiên,0,std170257@sis.hust.edu.vn,0989312913
170258,Dương Công Ân,1,std170258@sis.hust.edu.vn,0989312914
170259,Bùi Minh Huệ,0,std170259@sis.hust.edu.vn,0989312915
170260,Đỗ Chí Khiêm,1,std170260@sis.hust.edu.vn,0989312916
170261,Hoàng Hướng Thiện,1,std170261@sis.hust.edu.vn,0989312917
170262,Tô Mộng Thi,0,std170262@sis.hust.edu.vn,0989312918
170263,Hồ Bích Hạnh,0,std170263@sis.hust.edu.vn,0989312919
170264,Lã Bạch Kim,0,std170264@sis.hust.edu.vn,0989312920
170265,Nguyễn Mỹ Phụng,0,std170265@sis.hust.edu.vn,0989312921
170266,Dương Lạc Nhân,1,std170266@sis.hust.edu.vn,0989312922
170267,Đỗ Xuân Nương,0,std170267@sis.hust.edu.vn,0989312923
170268,Lý Ðức Bình,1,std170268@sis.hust.edu.vn,0989312924
170269,Bùi Nam Hưng,1,std170269@sis.hust.edu.vn,0989312925
170270,Đinh Thanh Toản,1,std170270@sis.hust.edu.vn,0989312926
170271,Phạm Đoan Trang,0,std170271@sis.hust.edu.vn,0989312927
170272,Phạm Minh Trang,0,std170272@sis.hust.edu.vn,0989312928
170273,Đặng Thụy Miên,0,std170273@sis.hust.edu.vn,0989312929
170274,Phạm Cao Kỳ,1,std170274@sis.hust.edu.vn,0989312930
170275,Dương Ái Nhân,0,std170275@sis.hust.edu.vn,0989312931
170276,Phạm Ðức Tài,1,std170276@sis.hust.edu.vn,0989312932
170277,Bùi Minh Khai,0,std170277@sis.hust.edu.vn,0989312933
170278,Dương Bích Duyên,0,std170278@sis.hust.edu.vn,0989312934
170279,Dương Công Hải,1,std170279@sis.hust.edu.vn,0989312935
170280,Tô Xuân Minh,1,std170280@sis.hust.edu.vn,0989312936
170281,Trần Trung Hiếu,1,std170281@sis.hust.edu.vn,0989312937
170282,Phan Bá Thịnh,1,std170282@sis.hust.edu.vn,0989312938
170283,Phạm Cảnh Tuấn,1,std170283@sis.hust.edu.vn,0989312939
170284,Phan Kim Hoàng,1,std170284@sis.hust.edu.vn,0989312940
170285,Vũ Trường An,1,std170285@sis.hust.edu.vn,0989312941
170286,Bùi Ngọc Thy,0,std170286@sis.hust.edu.vn,0989312942
170287,Lý Nhật Tấn,1,std170287@sis.hust.edu.vn,0989312943
170288,Lã Huệ My,0,std170288@sis.hust.edu.vn,0989312944
170289,Nguyễn Việt Mi,0,std170289@sis.hust.edu.vn,0989312945
170290,Nguyễn Ðạt Dũng,1,std170290@sis.hust.edu.vn,0989312946
170291,Ngô Gia Khánh,1,std170291@sis.hust.edu.vn,0989312947
170292,Đinh Hà Giang,0,std170292@sis.hust.edu.vn,0989312948
170293,Lã Phương Thể,1,std170293@sis.hust.edu.vn,0989312949
170294,Lê Thái Bình,1,std170294@sis.hust.edu.vn,0989312950
170295,Trần Công Lộc,1,std170295@sis.hust.edu.vn,0989312951
170296,Hồ Thục Ðình,0,std170296@sis.hust.edu.vn,0989312952
170297,Lý Ðức Hòa,1,std170297@sis.hust.edu.vn,0989312953
170298,Nguyễn Xuân Phúc,1,std170298@sis.hust.edu.vn,0989312954
170299,Vũ Thanh Ngân,0,std170299@sis.hust.edu.vn,0989312955
170300,Trần Thế Phúc,1,std170300@sis.hust.edu.vn,0989312956
170301,Tô Cảnh Tuấn,1,std170301@sis.hust.edu.vn,0989312957
170302,Dương Thúy Huyền,0,std170302@sis.hust.edu.vn,0989312958
170303,Dương Ngọc Diệp,0,std170303@sis.hust.edu.vn,0989312959
170304,Lý Linh Trang,0,std170304@sis.hust.edu.vn,0989312960
170305,Lê Trúc Lam,0,std170305@sis.hust.edu.vn,0989312961
170306,Lã Hạnh Tường,1,std170306@sis.hust.edu.vn,0989312962
170307,Hồ Hoàng Duệ,1,std170307@sis.hust.edu.vn,0989312963
170308,Phạm Ngọc Ái,0,std170308@sis.hust.edu.vn,0989312964
170309,Đỗ Diệu Hồng,0,std170309@sis.hust.edu.vn,0989312965
170310,Hồ Uyên Minh,0,std170310@sis.hust.edu.vn,0989312966
170311,Hồ Quang Trọng,1,std170311@sis.hust.edu.vn,0989312967
170312,Đỗ Trường Nam,1,std170312@sis.hust.edu.vn,0989312968
170313,Phan Mỹ Phương,0,std170313@sis.hust.edu.vn,0989312969
170314,Võ Việt Phong,1,std170314@sis.hust.edu.vn,0989312970
170315,Lê Lập Nghiệp,1,std170315@sis.hust.edu.vn,0989312971
170316,Tô Kim Dung,0,std170316@sis.hust.edu.vn,0989312972
170317,Lã Hữu Thực,1,std170317@sis.hust.edu.vn,0989312973
170318,Tô Phương Thùy,0,std170318@sis.hust.edu.vn,0989312974
170319,Dương Trang Ðài,0,std170319@sis.hust.edu.vn,0989312975
170320,Ngô Mạnh Tường,1,std170320@sis.hust.edu.vn,0989312976
170321,Ngô Ngọc Nhi,0,std170321@sis.hust.edu.vn,0989312977
170322,Phan Phú Thọ,1,std170322@sis.hust.edu.vn,0989312978
170323,Đặng Bảo Lễ,0,std170323@sis.hust.edu.vn,0989312979
170324,Tô Hướng Dương,1,std170324@sis.hust.edu.vn,0989312980
170325,Lý Kim Cương,0,std170325@sis.hust.edu.vn,0989312981
170326,Đặng Đông Tuyền,0,std170326@sis.hust.edu.vn,0989312982
170327,Phạm Viết Tân,1,std170327@sis.hust.edu.vn,0989312983
170328,Lý Hồng Thụy,1,std170328@sis.hust.edu.vn,0989312984
170329,Lê Cẩm Tú,0,std170329@sis.hust.edu.vn,0989312985
170330,Đỗ Tâm Thiện,1,std170330@sis.hust.edu.vn,0989312986
170331,Lê Mộng Vy,0,std170331@sis.hust.edu.vn,0989312987
170332,Võ Kỳ Võ,1,std170332@sis.hust.edu.vn,0989312988
170333,Đinh Thuần Hậu,0,std170333@sis.hust.edu.vn,0989312989
170334,Ngô Tuyết Hồng,0,std170334@sis.hust.edu.vn,0989312990
170335,Đinh Bảo Hiển,1,std170335@sis.hust.edu.vn,0989312991
170336,Ngô Ðình Quảng,1,std170336@sis.hust.edu.vn,0989312992
170337,Nguyễn Long Giang,1,std170337@sis.hust.edu.vn,0989312993
170338,Lý Ðức Bình,1,std170338@sis.hust.edu.vn,0989312994
170339,Tô Công Tuấn,1,std170339@sis.hust.edu.vn,0989312995
170340,Dương Quỳnh Vân,0,std170340@sis.hust.edu.vn,0989312996
170341,Lê Hồng Thư,0,std170341@sis.hust.edu.vn,0989312997
170342,Lý Diệu Ái,0,std170342@sis.hust.edu.vn,0989312998
170343,Trần Thượng Nghị,1,std170343@sis.hust.edu.vn,0989312999
170344,Dương Khánh An,1,std170344@sis.hust.edu.vn,0989313000
170345,Đinh Quảng Thông,1,std170345@sis.hust.edu.vn,0989313001
170346,Ngô Chí Nam,1,std170346@sis.hust.edu.vn,0989313002
170347,Lê Thúy Huyền,0,std170347@sis.hust.edu.vn,0989313003
170348,Nguyễn Phong Lan,0,std170348@sis.hust.edu.vn,0989313004
170349,Trần Tuấn Dũng,1,std170349@sis.hust.edu.vn,0989313005
170350,Hoàng Duy Ngôn,1,std170350@sis.hust.edu.vn,0989313006
170351,Ngô Vân Phi,0,std170351@sis.hust.edu.vn,0989313007
170352,Đặng Ðức Sinh,1,std170352@sis.hust.edu.vn,0989313008
170353,Võ Thu Nguyệt,0,std170353@sis.hust.edu.vn,0989313009
170354,Nguyễn Kim Thoa,0,std170354@sis.hust.edu.vn,0989313010
170355,Ngô Xuân Cung,1,std170355@sis.hust.edu.vn,0989313011
170356,Lê Hoàng Khang,1,std170356@sis.hust.edu.vn,0989313012
170357,Phạm Ngọc Danh,1,std170357@sis.hust.edu.vn,0989313013
170358,Lý Trung Anh,0,std170358@sis.hust.edu.vn,0989313014
170359,Hoàng Ðan Thu,0,std170359@sis.hust.edu.vn,0989313015
170360,Trần Quang Minh,1,std170360@sis.hust.edu.vn,0989313016
170361,Hoàng Nguyễn Hải An,1,std170361@sis.hust.edu.vn,0989313017
170362,Võ Cao Sơn,1,std170362@sis.hust.edu.vn,0989313018
170363,Tô Phúc Khang,1,std170363@sis.hust.edu.vn,0989313019
170364,Hoàng Bá Lộc,1,std170364@sis.hust.edu.vn,0989313020
170365,Đinh Minh Hiền,0,std170365@sis.hust.edu.vn,0989313021
170366,Lý Xuân Ngọc,0,std170366@sis.hust.edu.vn,0989313022
